dt,weather,visibility,pop,dt_txt,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.sea_level,main.grnd_level,main.humidity,main.temp_kf,clouds.all,wind.speed,wind.deg,wind.gust,sys.pod,rain.3h,city,country_code,lat,lon
1749448800,,10000,0,2025-06-09 06:00:00,21.27,21.28,21.27,21.27,1020,1020,1013,70,0,3,1.69,258,1.83,d,NA,Barcelona,ES,41.3888,2.159
1749459600,,10000,0,2025-06-09 09:00:00,23.58,23.59,23.58,23.58,1020,1020,1013,61,0,0,2.78,203,2.29,d,NA,Barcelona,ES,41.3888,2.159
1749470400,,10000,0,2025-06-09 12:00:00,24.81,24.97,24.81,24.81,1020,1020,1013,62,0,0,4.55,193,4.23,d,NA,Barcelona,ES,41.3888,2.159
1749481200,,10000,0,2025-06-09 15:00:00,25.21,25.46,25.21,25.21,1019,1019,1012,64,0,1,4.47,199,4.72,d,NA,Barcelona,ES,41.3888,2.159
1749492000,,10000,0,2025-06-09 18:00:00,24.05,24.36,24.05,24.05,1019,1019,1012,71,0,0,4.4,207,5.48,d,NA,Barcelona,ES,41.3888,2.159
1749502800,,10000,0,2025-06-09 21:00:00,23.62,23.87,23.62,23.62,1020,1020,1013,70,0,8,2.55,214,3.07,n,NA,Barcelona,ES,41.3888,2.159
1749513600,,10000,0,2025-06-10 00:00:00,23.11,23.33,23.11,23.11,1020,1020,1012,71,0,50,2.08,267,2.69,n,NA,Barcelona,ES,41.3888,2.159
1749524400,,10000,0,2025-06-10 03:00:00,22.81,23.05,22.81,22.81,1017,1017,1010,73,0,100,3.75,216,3.63,n,NA,Barcelona,ES,41.3888,2.159
1749535200,,10000,0,2025-06-10 06:00:00,22.63,22.93,22.63,22.63,1019,1019,1011,76,0,96,3.35,243,5.04,d,NA,Barcelona,ES,41.3888,2.159
1749546000,,10000,0,2025-06-10 09:00:00,25.74,25.91,25.74,25.74,1019,1019,1012,59,0,68,1.14,220,1.7,d,NA,Barcelona,ES,41.3888,2.159
1749556800,,10000,0,2025-06-10 12:00:00,27.12,28.01,27.12,27.12,1019,1019,1012,57,0,70,4.09,187,4,d,NA,Barcelona,ES,41.3888,2.159
1749567600,,10000,0,2025-06-10 15:00:00,26.69,27.64,26.69,26.69,1017,1017,1010,59,0,0,4.5,188,4.62,d,NA,Barcelona,ES,41.3888,2.159
1749578400,,10000,0.21,2025-06-10 18:00:00,27.59,28.24,27.59,27.59,1019,1019,1011,53,0,6,3.42,298,4.03,d,0.28,Barcelona,ES,41.3888,2.159
1749589200,,10000,0,2025-06-10 21:00:00,25.89,25.89,25.89,25.89,1016,1016,1009,52,0,99,1.61,314,2.22,n,NA,Barcelona,ES,41.3888,2.159
1749600000,,10000,0,2025-06-11 00:00:00,24.47,24.49,24.47,24.47,1016,1016,1009,58,0,100,3.12,240,3.03,n,NA,Barcelona,ES,41.3888,2.159
1749610800,,10000,0,2025-06-11 03:00:00,24.23,24.2,24.23,24.23,1015,1015,1008,57,0,95,1.81,297,2.13,n,NA,Barcelona,ES,41.3888,2.159
1749621600,,10000,0,2025-06-11 06:00:00,24.18,24.14,24.18,24.18,1016,1016,1008,57,0,97,2.76,261,3.58,d,NA,Barcelona,ES,41.3888,2.159
1749632400,,10000,0,2025-06-11 09:00:00,27.19,27.47,27.19,27.19,1015,1015,1008,48,0,76,4.87,223,5.64,d,NA,Barcelona,ES,41.3888,2.159
1749643200,,10000,0,2025-06-11 12:00:00,28.06,28.52,28.06,28.06,1014,1014,1007,50,0,86,5.11,201,5.89,d,NA,Barcelona,ES,41.3888,2.159
1749654000,,10000,0,2025-06-11 15:00:00,27.31,28.01,27.31,27.31,1014,1014,1006,54,0,99,4.75,195,5.38,d,NA,Barcelona,ES,41.3888,2.159
1749664800,,10000,0,2025-06-11 18:00:00,25.67,25.91,25.67,25.67,1013,1013,1006,62,0,98,3.64,199,4.37,d,NA,Barcelona,ES,41.3888,2.159
1749675600,,10000,0,2025-06-11 21:00:00,24.71,24.96,24.71,24.71,1013,1013,1006,66,0,99,2.56,89,2.74,n,NA,Barcelona,ES,41.3888,2.159
1749686400,,10000,0,2025-06-12 00:00:00,24.12,24.34,24.12,24.12,1014,1014,1007,67,0,85,1.48,82,1.53,n,NA,Barcelona,ES,41.3888,2.159
1749697200,,10000,0,2025-06-12 03:00:00,23.61,23.7,23.61,23.61,1013,1013,1006,64,0,36,1.69,61,1.97,n,NA,Barcelona,ES,41.3888,2.159
1749708000,,10000,0,2025-06-12 06:00:00,23.22,23.22,23.22,23.22,1014,1014,1006,62,0,47,3.91,70,5.61,d,NA,Barcelona,ES,41.3888,2.159
1749718800,,10000,0,2025-06-12 09:00:00,24.22,24.45,24.22,24.22,1015,1015,1008,67,0,67,6.63,87,7.65,d,NA,Barcelona,ES,41.3888,2.159
1749729600,,10000,0,2025-06-12 12:00:00,25.04,25.24,25.04,25.04,1015,1015,1008,63,0,55,5.62,95,6.63,d,NA,Barcelona,ES,41.3888,2.159
1749740400,,10000,0,2025-06-12 15:00:00,25.24,25.46,25.24,25.24,1015,1015,1008,63,0,35,5.87,91,6.8,d,NA,Barcelona,ES,41.3888,2.159
1749751200,,10000,0,2025-06-12 18:00:00,24.33,24.59,24.33,24.33,1015,1015,1008,68,0,27,5.2,85,6.57,d,NA,Barcelona,ES,41.3888,2.159
1749762000,,10000,0,2025-06-12 21:00:00,23.35,23.73,23.35,23.35,1016,1016,1009,76,0,79,4.56,71,6.83,n,NA,Barcelona,ES,41.3888,2.159
1749772800,,10000,0,2025-06-13 00:00:00,22.64,23,22.64,22.64,1017,1017,1009,78,0,90,4.69,69,7.42,n,NA,Barcelona,ES,41.3888,2.159
1749783600,,10000,0,2025-06-13 03:00:00,22.24,22.5,22.24,22.24,1017,1017,1010,76,0,97,3.97,50,5.57,n,NA,Barcelona,ES,41.3888,2.159
1749794400,,10000,0,2025-06-13 06:00:00,22.42,22.68,22.42,22.42,1017,1017,1010,75,0,98,5.32,60,7.82,d,NA,Barcelona,ES,41.3888,2.159
1749805200,,10000,0,2025-06-13 09:00:00,25.15,25.26,25.15,25.15,1018,1018,1011,59,0,80,5.07,79,6.54,d,NA,Barcelona,ES,41.3888,2.159
