name,country,subcountry,geonameid,city_name,country_name,latitude,longitude,population,has_bike_sharing,climate_zone,region,data_source,city_size
Imperatriz,Brazil,Maranhao,3398269,Imperatriz,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Iguatu,Brazil,Ceara,3398331,Iguatu,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Igarapé Miri,Brazil,Para,3398343,Igarapé Miri,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Igarapé-Açu,Brazil,Para,3398350,Igarapé-Açu,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Igarassu,Brazil,Pernambuco,3398352,Igarassu,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Igaci,Brazil,Alagoas,3398355,Igaci,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Icó,Brazil,Ceara,3398379,Icó,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Icapuí,Brazil,Ceara,3398384,Icapuí,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Ibimirim,Brazil,Pernambuco,3398401,Ibimirim,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Ibiapina,Brazil,Ceara,3398408,Ibiapina,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Iati,Brazil,Pernambuco,3398419,Iati,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Horizonte,Brazil,Ceara,3398450,Horizonte,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Gurupá,Brazil,Para,3398480,Gurupá,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Guaraciaba do Norte,Brazil,Ceara,3398569,Guaraciaba do Norte,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Guarabira,Brazil,Paraiba,3398570,Guarabira,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Guaraí,Brazil,Tocantins,3398573,Guaraí,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Guamaré,Brazil,Rio Grande do Norte,3398584,Guamaré,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Guaiúba,Brazil,Ceara,3398614,Guaiúba,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Gravatá,Brazil,Pernambuco,3398691,Gravatá,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Granja,Brazil,Ceara,3398706,Granja,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Grajaú,Brazil,Maranhao,3398856,Grajaú,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Goianinha,Brazil,Rio Grande do Norte,3398902,Goianinha,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Goiana,Brazil,Pernambuco,3398904,Goiana,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Glória do Goitá,Brazil,Pernambuco,3398920,Glória do Goitá,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Garanhuns,Brazil,Pernambuco,3399058,Garanhuns,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Gameleira,Brazil,Pernambuco,3399132,Gameleira,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Fortim,Brazil,Ceara,3399380,Fortim,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Fortaleza,Brazil,Ceara,3399415,Fortaleza,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Forquilha,Brazil,Ceara,3399445,Forquilha,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Floriano,Brazil,Piaui,3399506,Floriano,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Floresta,Brazil,Pernambuco,3399518,Floresta,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Flores,Brazil,Pernambuco,3399539,Flores,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Ferreiros,Brazil,Pernambuco,3399625,Ferreiros,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Feira Nova,Brazil,Pernambuco,3399679,Feira Nova,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Feira Grande,Brazil,Alagoas,3399684,Feira Grande,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Exu,Brazil,Pernambuco,3400541,Exu,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Eusébio,Brazil,Ceara,3400558,Eusébio,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Extremoz,Brazil,Rio Grande do Norte,3400567,Extremoz,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Estreito,Brazil,Maranhao,3400617,Estreito,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Esperantina,Brazil,Piaui,3400740,Esperantina,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Esperança,Brazil,Paraiba,3400752,Esperança,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Escada,Brazil,Pernambuco,3400804,Escada,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Dom Pedro,Brazil,Maranhao,3400969,Dom Pedro,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Demerval Lobão,Brazil,Piaui,3401106,Demerval Lobão,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Delmiro Gouveia,Brazil,Alagoas,3401109,Delmiro Gouveia,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Custódia,Brazil,Pernambuco,3401138,Custódia,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cururupu,Brazil,Maranhao,3401148,Cururupu,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Curuçá,Brazil,Para,3401188,Curuçá,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Curralinho,Brazil,Para,3401263,Curralinho,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Currais Novos,Brazil,Rio Grande do Norte,3401283,Currais Novos,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cupira,Brazil,Pernambuco,3401340,Cupira,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cumaru,Brazil,Pernambuco,3401404,Cumaru,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Croatá,Brazil,Ceara,3401511,Croatá,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Crato,Brazil,Ceara,3401545,Crato,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Crateús,Brazil,Ceara,3401548,Crateús,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Craíbas,Brazil,Alagoas,3401552,Craíbas,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Quiterianópolis,Brazil,Ceara,3401564,Quiterianópolis,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Correntes,Brazil,Pernambuco,3401618,Correntes,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Coroatá,Brazil,Maranhao,3401703,Coroatá,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Coreaú,Brazil,Ceara,3401729,Coreaú,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Condado,Brazil,Pernambuco,3401830,Condado,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Conceição do Araguaia,Brazil,Para,3401845,Conceição do Araguaia,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Colônia Leopoldina,Brazil,Pernambuco,3401944,Colônia Leopoldina,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Colinas,Brazil,Maranhao,3401963,Colinas,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Coelho Neto,Brazil,Maranhao,3401992,Coelho Neto,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Codó,Brazil,Maranhao,3402000,Codó,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Chaves,Brazil,Para,3402199,Chaves,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Chapadinha,Brazil,Maranhao,3402229,Chapadinha,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Chã Grande,Brazil,Pernambuco,3402271,Chã Grande,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Ceará-Mirim,Brazil,Rio Grande do Norte,3402360,Ceará-Mirim,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Caxias,Brazil,Maranhao,3402383,Caxias,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Caucaia,Brazil,Ceara,3402429,Caucaia,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Catolé do Rocha,Brazil,Paraiba,3402465,Catolé do Rocha,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Catende,Brazil,Pernambuco,3402528,Catende,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Castanhal,Brazil,Para,3402591,Castanhal,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cascavel,Brazil,Ceara,3402613,Cascavel,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Caruaru,Brazil,Pernambuco,3402655,Caruaru,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Carpina,Brazil,Pernambuco,3402721,Carpina,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Carolina,Brazil,Maranhao,3402724,Carolina,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Carnaubal,Brazil,Ceara,3402787,Carnaubal,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Carnaíba,Brazil,Pernambuco,3402849,Carnaíba,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Caririaçu,Brazil,Ceara,3402882,Caririaçu,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Careiro da Várzea,Brazil,Amazonas,3402920,Careiro da Várzea,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Caraúbas,Brazil,Rio Grande do Norte,3402944,Caraúbas,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Capoeiras,Brazil,Pernambuco,3403082,Capoeiras,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Capitão Poço,Brazil,Para,3403127,Capitão Poço,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Capela,Brazil,Alagoas,3403200,Capela,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Capanema,Brazil,Para,3403208,Capanema,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Canindé de São Francisco,Brazil,Sergipe,3403344,Canindé de São Francisco,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Canindé,Brazil,Ceara,3403353,Canindé,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Canhotinho,Brazil,Pernambuco,3403360,Canhotinho,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Canguaretama,Brazil,Rio Grande do Norte,3403362,Canguaretama,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Canapi,Brazil,Alagoas,3403428,Canapi,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Campos Sales,Brazil,Ceara,3403534,Campos Sales,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Campo Maior,Brazil,Piaui,3403566,Campo Maior,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Campo Alegre,Brazil,Alagoas,3403611,Campo Alegre,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Campina Grande,Brazil,Paraiba,3403642,Campina Grande,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Camocim de São Félix,Brazil,Pernambuco,3403685,Camocim de São Félix,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Camocim,Brazil,Ceara,3403687,Camocim,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cametá,Brazil,Para,3403697,Cametá,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Camaragibe,Brazil,Pernambuco,3403741,Camaragibe,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cajueiro,Brazil,Alagoas,3403941,Cajueiro,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cajazeiras,Brazil,Paraiba,3404020,Cajazeiras,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Caicó,Brazil,Rio Grande do Norte,3404117,Caicó,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Caetés,Brazil,Pernambuco,3404231,Caetés,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cachoeirinha,Brazil,Pernambuco,3404355,Cachoeirinha,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cachoeira do Arari,Brazil,Para,3404394,Cachoeira do Arari,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cabrobó,Brazil,Pernambuco,3404513,Cabrobó,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cabo de Santo Agostinho,Brazil,Pernambuco,3404545,Cabo de Santo Agostinho,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Cabedelo,Brazil,Paraiba,3404558,Cabedelo,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Buriti Bravo,Brazil,Maranhao,3404722,Buriti Bravo,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bujaru,Brazil,Para,3404760,Bujaru,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Buíque,Brazil,Pernambuco,3404766,Buíque,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Breves,Brazil,Para,3404817,Breves,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Brejo Santo,Brazil,Ceara,3404833,Brejo Santo,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Brejo da Madre de Deus,Brazil,Pernambuco,3404862,Brejo da Madre de Deus,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bragança,Brazil,Para,3405006,Bragança,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Borba,Brazil,Amazonas,3405051,Borba,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bonito,Brazil,Pernambuco,3405172,Bonito,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bom Jardim,Brazil,Pernambuco,3405339,Bom Jardim,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bom Conselho,Brazil,Pernambuco,3405380,Bom Conselho,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bodocó,Brazil,Pernambuco,3405429,Bodocó,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Boca da Mata,Brazil,Alagoas,3405457,Boca da Mata,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Boa Viagem,Brazil,Ceara,3405616,Boa Viagem,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bezerros,Brazil,Pernambuco,3405738,Bezerros,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Benevides,Brazil,Para,3405792,Benevides,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Belterra,Brazil,Para,3405806,Belterra,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Belo Jardim,Brazil,Pernambuco,3405812,Belo Jardim,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Belém de São Francisco,Brazil,Pernambuco,3405852,Belém de São Francisco,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Belém,Brazil,Paraiba,3405863,Belém,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bela Cruz,Brazil,Ceara,3405908,Bela Cruz,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Beberibe,Brazil,Ceara,3405924,Beberibe,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bayeux,Brazil,Paraiba,3405940,Bayeux,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Baturité,Brazil,Ceara,3405954,Baturité,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Batalha,Brazil,Alagoas,3405993,Batalha,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Barro,Brazil,Ceara,3406085,Barro,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Barreiros,Brazil,Pernambuco,3406160,Barreiros,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Barreirinhas,Brazil,Maranhao,3406196,Barreirinhas,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Barreirinha,Brazil,Amazonas,3406202,Barreirinha,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Barras,Brazil,Piaui,3406263,Barras,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Barra do Corda,Brazil,Maranhao,3406317,Barra do Corda,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Barra de Santo Antônio,Brazil,Alagoas,3406333,Barra de Santo Antônio,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Barcarena,Brazil,Para,3406429,Barcarena,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Barbalha,Brazil,Ceara,3406442,Barbalha,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Baraúna,Brazil,Rio Grande do Norte,3406457,Baraúna,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Balsas,Brazil,Maranhao,3406545,Balsas,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Baião,Brazil,Para,3406844,Baião,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bagre,Brazil,Para,3406856,Bagre,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Bacabal,Brazil,Maranhao,3406910,Bacabal,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Aveiro,Brazil,Para,3406946,Aveiro,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Autazes,Brazil,Amazonas,3406948,Autazes,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Aurora,Brazil,Ceara,3406954,Aurora,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Augusto Corrêa,Brazil,Para,3406961,Augusto Corrêa,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Atalaia,Brazil,Alagoas,3406996,Atalaia,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Areia Branca,Brazil,Rio Grande do Norte,3407194,Areia Branca,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Arcoverde,Brazil,Pernambuco,3407216,Arcoverde,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Araripina,Brazil,Pernambuco,3407243,Araripina,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Arari,Brazil,Maranhao,3407258,Arari,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Arapiraca,Brazil,Alagoas,3407327,Arapiraca,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Araguatins,Brazil,Tocantins,3407353,Araguatins,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Araguaína,Brazil,Tocantins,3407357,Araguaína,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Araçoiaba,Brazil,Pernambuco,3407366,Araçoiaba,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Aracati,Brazil,Ceara,3407378,Aracati,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Aquiraz,Brazil,Ceara,3407407,Aquiraz,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Apodi,Brazil,Rio Grande do Norte,3407440,Apodi,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Ananindeua,Brazil,Para,3407669,Ananindeua,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Anajás,Brazil,Para,3407687,Anajás,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Amontada,Brazil,Ceara,3407703,Amontada,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Amaraji,Brazil,Pernambuco,3407758,Amaraji,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Altos,Brazil,Piaui,3407797,Altos,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Altinho,Brazil,Pernambuco,3407871,Altinho,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Altamira,Brazil,Para,3407882,Altamira,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Almeirim,Brazil,Para,3407903,Almeirim,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Aliança,Brazil,Pernambuco,3407938,Aliança,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Alenquer,Brazil,Para,3407980,Alenquer,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Alagoa Grande,Brazil,Paraiba,3408100,Alagoa Grande,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Águas Belas,Brazil,Pernambuco,3408166,Águas Belas,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Água Preta,Brazil,Pernambuco,3408175,Água Preta,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Água Branca,Brazil,Alagoas,3408210,Água Branca,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Agrestina,Brazil,Pernambuco,3408251,Agrestina,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Afuá,Brazil,Para,3408269,Afuá,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Afrânio,Brazil,Pernambuco,3408270,Afrânio,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Afogados da Ingazeira,Brazil,Pernambuco,3408274,Afogados da Ingazeira,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Açu,Brazil,Rio Grande do Norte,3408337,Açu,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Acopiara,Brazil,Ceara,3408343,Acopiara,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Acaraú,Brazil,Ceara,3408368,Acaraú,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Acará,Brazil,Para,3408386,Acará,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Abreu e Lima,Brazil,Pernambuco,3408404,Abreu e Lima,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Abaetetuba,Brazil,Para,3408424,Abaetetuba,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Colinas do Tocantins,Brazil,Tocantins,3411913,Colinas do Tocantins,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Xique Xique,Brazil,Bahia,3444823,Xique Xique,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Xaxim,Brazil,Santa Catarina,3444830,Xaxim,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Xanxerê,Brazil,Santa Catarina,3444848,Xanxerê,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Votuporanga,Brazil,Sao Paulo,3444864,Votuporanga,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Votorantim,Brazil,Sao Paulo,3444866,Votorantim,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Volta Redonda,Brazil,Rio de Janeiro,3444876,Volta Redonda,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Vitória da Conquista,Brazil,Bahia,3444914,Vitória da Conquista,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Vitória,Brazil,Espirito Santo,3444924,Vitória,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Visconde do Rio Branco,Brazil,Minas Gerais,3444969,Visconde do Rio Branco,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Viradouro,Brazil,Sao Paulo,3444997,Viradouro,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
Vinhedo,Brazil,Sao Paulo,3445014,Vinhedo,Brazil,0,0,1000000,FALSE,Tropical,Americas,Enhanced Global Cities,Large
