name,country,subcountry,geonameid,city_name,country_name,latitude,longitude,population,has_bike_sharing,climate_zone,region,data_source,city_size
Tarawa,Kiribati,Gilbert Islands,2110257,Tarawa,Kiribati,0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Moutsamoudou,Comoros,Anjouan,921753,Moutsamoudou,Comoros,0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Moroni,Comoros,Grande Comore,921772,Moroni,Comoros,0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Fomboni,Comoros,Moheli,921889,Fomboni,Comoros,0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Basseterre,Saint Kitts and Nevis,Saint George Basseterre,3575551,Basseterre,Saint Kitts and Nevis,0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yŏnan-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1866569,Yŏnan-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Wŏnsan,"Korea, Democratic People's Republic of",Kangwon-do,1866923,Wŏnsan,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ŭnch’ŏn-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1867377,Ŭnch’ŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ŭllyul,"Korea, Democratic People's Republic of",South Hwanghae,1867429,Ŭllyul,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
T’ongch’ŏn-ŭp,"Korea, Democratic People's Republic of",Kangwon-do,1867927,T’ongch’ŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Tŏkch’ŏn,"Korea, Democratic People's Republic of",South Pyongan,1868144,Tŏkch’ŏn,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
T’aet’an-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1868578,T’aet’an-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sŭngho 1-tong,"Korea, Democratic People's Republic of",Pyongyang,1868998,Sŭngho 1-tong,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sunch’ŏn,"Korea, Democratic People's Republic of",South Pyongan,1869012,Sunch’ŏn,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sunan,"Korea, Democratic People's Republic of",Pyongyang,1869021,Sunan,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Songnim-ni,"Korea, Democratic People's Republic of",North Hwanghae,1869446,Songnim-ni,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Songhwa,"Korea, Democratic People's Republic of",South Hwanghae,1869577,Songhwa,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sinwŏn-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1870277,Sinwŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sil-li,"Korea, Democratic People's Republic of",South Pyongan,1870413,Sil-li,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sinmak,"Korea, Democratic People's Republic of",North Hwanghae,1870434,Sinmak,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sinch’ŏn-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1870648,Sinch’ŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sinanju,"Korea, Democratic People's Republic of",South Pyongan,1870742,Sinanju,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sariwŏn-si,"Korea, Democratic People's Republic of",North Hwanghae,1870883,Sariwŏn-si,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Samho-rodongjagu,"Korea, Democratic People's Republic of",South Hamgyong,1871484,Samho-rodongjagu,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Samch’ŏn,"Korea, Democratic People's Republic of",South Hwanghae,1871537,Samch’ŏn,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Pyongyang,"Korea, Democratic People's Republic of",Pyongyang,1871859,Pyongyang,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
P’yŏngsŏng,"Korea, Democratic People's Republic of",South Pyongan,1871871,P’yŏngsŏng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Pongch’ŏn-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1871932,Pongch’ŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Paech’ŏn-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1873014,Paech’ŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ongjin,"Korea, Democratic People's Republic of",South Hwanghae,1873172,Ongjin,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Namp’o,"Korea, Democratic People's Republic of",Nampo,1873757,Namp’o,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Man’gyŏngdae-ri,"Korea, Democratic People's Republic of",Pyongyang,1874533,Man’gyŏngdae-ri,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kwail-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1875060,Kwail-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kusŏng,"Korea, Democratic People's Republic of",P'yongan-bukto,1875107,Kusŏng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kujang-ŭp,"Korea, Democratic People's Republic of",P'yongan-bukto,1875506,Kujang-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kowŏn-ŭp,"Korea, Democratic People's Republic of",South Hamgyong,1875588,Kowŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kosan,"Korea, Democratic People's Republic of",Kangwon-do,1875632,Kosan,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kangnyŏng,"Korea, Democratic People's Republic of",South Hwanghae,1876124,Kangnyŏng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kangdong-ŭp,"Korea, Democratic People's Republic of",Pyongyang,1876153,Kangdong-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kaesŏng,"Korea, Democratic People's Republic of",Kaesong,1876373,Kaesŏng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kaech’ŏn,"Korea, Democratic People's Republic of",South Pyongan,1876401,Kaech’ŏn,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hwangju-ŭp,"Korea, Democratic People's Republic of",North Hwanghae,1876873,Hwangju-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hŭngnam,"Korea, Democratic People's Republic of",South Hamgyong,1877030,Hŭngnam,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hŭkkyo-ri,"Korea, Democratic People's Republic of",North Hwanghae,1877046,Hŭkkyo-ri,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hoeyang,"Korea, Democratic People's Republic of",Kangwon-do,1877148,Hoeyang,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hamhŭng,"Korea, Democratic People's Republic of",South Hamgyong,1877449,Hamhŭng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Haeju,"Korea, Democratic People's Republic of",South Hwanghae,1877615,Haeju,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Chunghwa,"Korea, Democratic People's Republic of",Pyongyang,1877872,Chunghwa,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Chŏngju,"Korea, Democratic People's Republic of",P'yongan-bukto,1878389,Chŏngju,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ch’ŏngdan-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1878458,Ch’ŏngdan-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Changyŏn,"Korea, Democratic People's Republic of",South Hwanghae,1879029,Changyŏn,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Chaeryŏng-ŭp,"Korea, Democratic People's Republic of",South Hwanghae,1879487,Chaeryŏng-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Chaeryŏng-ni,"Korea, Democratic People's Republic of",South Pyongan,1879490,Chaeryŏng-ni,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ayang-ni,"Korea, Democratic People's Republic of",South Hwanghae,1879544,Ayang-ni,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Anju,"Korea, Democratic People's Republic of",South Pyongan,1879613,Anju,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Anbyŏn-ŭp,"Korea, Democratic People's Republic of",Kangwon-do,1879672,Anbyŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Anak,"Korea, Democratic People's Republic of",North Hwanghae,1879682,Anak,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ch’ŏsal-li,"Korea, Democratic People's Republic of",South Pyongan,1889792,Ch’ŏsal-li,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Paek'ak,"Korea, Democratic People's Republic of",South Pyongan,1950953,Paek'ak,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yuktae-dong,"Korea, Democratic People's Republic of",South Hamgyong,2038854,Yuktae-dong,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yŏnsa-ŭp,"Korea, Democratic People's Republic of",North Hamgyong,2038902,Yŏnsa-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ŭndŏk,"Korea, Democratic People's Republic of",North Hamgyong,2039589,Ŭndŏk,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Uiju,"Korea, Democratic People's Republic of",P'yongan-bukto,2039623,Uiju,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Songwŏn,"Korea, Democratic People's Republic of",Chagang,2040480,Songwŏn,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sŏnbong,"Korea, Democratic People's Republic of",Rason,2040674,Sŏnbong,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sinŭiju,"Korea, Democratic People's Republic of",P'yongan-bukto,2040893,Sinŭiju,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sijung,"Korea, Democratic People's Republic of",Chagang,2041137,Sijung,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sakchu-ŭp,"Korea, Democratic People's Republic of",P'yongan-bukto,2041533,Sakchu-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Puryŏng,"Korea, Democratic People's Republic of",North Hamgyong,2041702,Puryŏng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yŏnggwang-ŭp,"Korea, Democratic People's Republic of",South Hamgyong,2042249,Yŏnggwang-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ŏrang,"Korea, Democratic People's Republic of",North Hamgyong,2042255,Ŏrang,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Onsŏng,"Korea, Democratic People's Republic of",North Hamgyong,2042267,Onsŏng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ranam,"Korea, Democratic People's Republic of",North Hamgyong,2042498,Ranam,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Namyang,"Korea, Democratic People's Republic of",North Hamgyong,2042503,Namyang,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Rajin,"Korea, Democratic People's Republic of",Rason,2042645,Rajin,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Songwŏn-ŭp,"Korea, Democratic People's Republic of",Chagang,2042704,Songwŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hwasŏng,"Korea, Democratic People's Republic of",North Hamgyong,2042709,Hwasŏng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Myŏngch’ŏn,"Korea, Democratic People's Republic of",North Hamgyong,2042718,Myŏngch’ŏn,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Musan-ŭp,"Korea, Democratic People's Republic of",North Hamgyong,2042738,Musan-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Manp’o,"Korea, Democratic People's Republic of",Chagang,2042893,Manp’o,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kyŏngsŏng,"Korea, Democratic People's Republic of",North Hamgyong,2042987,Kyŏngsŏng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kop’ung,"Korea, Democratic People's Republic of",Chagang,2043335,Kop’ung,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kilju,"Korea, Democratic People's Republic of",North Hamgyong,2043484,Kilju,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kapsan-ŭp,"Korea, Democratic People's Republic of",Yanggang-do,2043531,Kapsan-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kanggye,"Korea, Democratic People's Republic of",Chagang,2043572,Kanggye,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Iwŏn-ŭp,"Korea, Democratic People's Republic of",South Hamgyong,2043677,Iwŏn-ŭp,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hyesan-dong,"Korea, Democratic People's Republic of",Yanggang-do,2043835,Hyesan-dong,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hyesan,"Korea, Democratic People's Republic of",Yanggang-do,2043837,Hyesan,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hwadae,"Korea, Democratic People's Republic of",North Hamgyong,2043962,Hwadae,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hongwŏn,"Korea, Democratic People's Republic of",South Hamgyong,2044050,Hongwŏn,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Hoeryŏng,"Korea, Democratic People's Republic of",North Hamgyong,2044091,Hoeryŏng,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Chunggang,"Korea, Democratic People's Republic of",Chagang,2044489,Chunggang,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Chongjin,"Korea, Democratic People's Republic of",North Hamgyong,2044757,Chongjin,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Changam-ch’on,"Korea, Democratic People's Republic of",South Hamgyong,2045220,Changam-ch’on,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Aoji,"Korea, Democratic People's Republic of",North Hamgyong,2045311,Aoji,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Myŏnggan-dong,"Korea, Democratic People's Republic of",North Hamgyong,2055401,Myŏnggan-dong,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yŏch’im-dong,"Korea, Democratic People's Republic of",Chagang,2055638,Yŏch’im-dong,"Korea, Democratic People's Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Heunghae,"Korea, Republic of",Gyeongsangbuk-do,1832015,Heunghae,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yeonil,"Korea, Republic of",Gyeongsangbuk-do,1832215,Yeonil,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Neietsu,"Korea, Republic of",Gangwon-do,1832257,Neietsu,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yeongju,"Korea, Republic of",Gyeongsangbuk-do,1832384,Yeongju,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yeonggwang,"Korea, Republic of",Jeollanam-do,1832501,Yeonggwang,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yeongdong,"Korea, Republic of",North Chungcheong,1832566,Yeongdong,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Eisen,"Korea, Republic of",Gyeongsangbuk-do,1832617,Eisen,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yeoju,"Korea, Republic of",Gyeonggi-do,1832743,Yeoju,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yesan,"Korea, Republic of",Chungcheongnam-do,1832771,Yesan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yangsan,"Korea, Republic of",Gyeongsangnam-do,1832828,Yangsan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yangp'yŏng,"Korea, Republic of",Gyeonggi-do,1832830,Yangp'yŏng,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yangju,"Korea, Republic of",Gyeonggi-do,1832847,Yangju,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Yanggu,"Korea, Republic of",Gangwon-do,1832909,Yanggu,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Wŏnju,"Korea, Republic of",Gangwon-do,1833105,Wŏnju,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Wanju,"Korea, Republic of",Jeollabuk-do,1833466,Wanju,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Waegwan,"Korea, Republic of",Gyeongsangbuk-do,1833514,Waegwan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Ulsan,"Korea, Republic of",Ulsan,1833747,Ulsan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Uijeongbu-si,"Korea, Republic of",Gyeonggi-do,1833788,Uijeongbu-si,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Tangjin,"Korea, Republic of",Chungcheongnam-do,1834885,Tangjin,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Taesal-li,"Korea, Republic of",Chungcheongnam-do,1835096,Taesal-li,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Daejeon,"Korea, Republic of",Daejeon,1835235,Daejeon,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Daegu,"Korea, Republic of",Daegu,1835329,Daegu,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Boryeong,"Korea, Republic of",Chungcheongnam-do,1835447,Boryeong,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
T’aebaek,"Korea, Republic of",Gangwon-do,1835515,T’aebaek,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Suwon,"Korea, Republic of",Gyeonggi-do,1835553,Suwon,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Suncheon,"Korea, Republic of",Jeollanam-do,1835648,Suncheon,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Seoul,"Korea, Republic of",Seoul,1835848,Seoul,"Korea, Republic of",0,0,1000000,TRUE,Tropical,Other,Enhanced Global Cities,Large
Seosan,"Korea, Republic of",Chungcheongnam-do,1835895,Seosan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Jenzan,"Korea, Republic of",Gyeongsangbuk-do,1835967,Jenzan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Seonghwan,"Korea, Republic of",Chungcheongnam-do,1836208,Seonghwan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sokcho,"Korea, Republic of",Gangwon-do,1836553,Sokcho,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Sangju,"Korea, Republic of",Gyeongsangbuk-do,1837706,Sangju,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Santyoku,"Korea, Republic of",Gangwon-do,1838069,Santyoku,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Pyeongtaek,"Korea, Republic of",Gyeonggi-do,1838343,Pyeongtaek,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Buyeo,"Korea, Republic of",Chungcheongnam-do,1838508,Buyeo,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Busan,"Korea, Republic of",Busan,1838524,Busan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Bucheon-si,"Korea, Republic of",Gyeonggi-do,1838716,Bucheon-si,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Puan,"Korea, Republic of",Jeollabuk-do,1838722,Puan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Beolgyo,"Korea, Republic of",Jeollanam-do,1839011,Beolgyo,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Pohang,"Korea, Republic of",Gyeongsangbuk-do,1839071,Pohang,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Osan,"Korea, Republic of",Gyeonggi-do,1839652,Osan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Asan,"Korea, Republic of",Chungcheongnam-do,1839726,Asan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Okcheon,"Korea, Republic of",North Chungcheong,1839873,Okcheon,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kosong,"Korea, Republic of",Gangwon-do,1840179,Kosong,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Nonsan,"Korea, Republic of",Chungcheongnam-do,1840211,Nonsan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Nangen,"Korea, Republic of",Jeollabuk-do,1840379,Nangen,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Namsa,"Korea, Republic of",Jeollabuk-do,1840413,Namsa,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Naju,"Korea, Republic of",Jeollanam-do,1840536,Naju,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Munsan,"Korea, Republic of",Gyeonggi-do,1840862,Munsan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Mungyeong,"Korea, Republic of",Gyeongsangbuk-do,1840886,Mungyeong,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Muan,"Korea, Republic of",Jeollanam-do,1840982,Muan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Mokpo,"Korea, Republic of",Jeollanam-do,1841066,Mokpo,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Miryang,"Korea, Republic of",Gyeongsangnam-do,1841149,Miryang,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Masan,"Korea, Republic of",Gwangju,1841246,Masan,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Gyeongsan-si,"Korea, Republic of",Gyeongsangbuk-do,1841598,Gyeongsan-si,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Gyeongju,"Korea, Republic of",Gyeongsangbuk-do,1841603,Gyeongju,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Kwangyang,"Korea, Republic of",Jeollanam-do,1841775,Kwangyang,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
Gwangju,"Korea, Republic of",Gyeonggi-do,1841810,Gwangju,"Korea, Republic of",0,0,1000000,FALSE,Tropical,Other,Enhanced Global Cities,Large
